sample	CHUG	LE17	RCA23	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	Depth	Latitude	Salinity	Temperature	Oxygen	NO3	NO2	NO2NO3	PO4	Si	Density	Fluorescence	ChlorophyllA	Carbon.total
ERR3587078	0.003834	0.000385	0.00152	0.000164	0.000547	0.001664	0.304803	0.003727	5	40.0154	37.851	20.0737	246.40525		0	0.0725	0.0638	1.0288	26.918825		0.210317	
ERR3586985	0.003599	0.00032	0.001262	0.000122	0.000448	0.001652	0.282862	0.003432	5	40.0154	37.851	20.0737	246.40525		0	0.0725	0.0638	1.0288	26.918825		0.210317	
ERR3587079	0.001726	0.00017	0.001491	0.000207	0.000323	0.000516	0.337257	0.010188	5	37.4956	38.144833	20.858567	208.725167		0.016565	0.037	0.02835	0.6661	26.929367	1.183333	0.11467	0.00305
ERR3586986	0.001601	0.000168	0.001155	0.000198	0.000278	0.000508	0.298499	0.009192	5	37.4956	38.144833	20.858567	208.725167		0.016565	0.037	0.02835	0.6661	26.929367	1.183333	0.11467	0.00305
ERR3587082	0.000976	0.0003	0.001041	0.000639	0.000237	0.000491	0.183104	0.053059	30	39.5705	37.963867	16.974267	221.551583		0.025075	0.029	0.010725	1.59855	27.797967	1.646667	0.168962	0.0587
ERR3587121	0.274541	0.000003	0.000169	0.001173	0.00007	0.000705	0.000203	0.001656	5	1.9928	33.472445	27.497475	199.6911	1.673601	0.0455	0.8935	0.2865	1.7085	21.408655	1.900753	0.272009	0.004
ERR3587170	0.18446	0.000018	0.00017	0.000827	0.000083	0.000791	0.000232	0.001325	5	1.9928	33.472445	27.497475	199.6911	1.673601	0.0455	0.8935	0.2865	1.7085	21.408655	1.900753	0.272009	0.004
ERR3587176	0.155281	0.000056	0.000572	0.000114	0.000047	0.001679	0.000047	0.000216	375	14.2025	34.5882	8.887131	0.832313	35.049476	0.0093	34.551	2.9545	46.6245	26.820475	3.389521	0	0
ERR3587113	0.115666	0.000064	0.000667	0.000131	0.00006	0.001717	0.000058	0.00021	375	14.2025	34.5882	8.887131	0.832313	35.049476	0.0093	34.551	2.9545	46.6245	26.820475	3.389521	0	0
ERR3587130	0.093618	0.000074	0.000879	0.000072	0.000025	0.000343	0.000076	0.000193	40	14.2075	34.366025	20.58574	123.201	7.312792	0.3055	6.0475	0.884	4.661	24.14088	2.394612	0.366719	0.0228
ERR3587115	0.088665	0.000032	0.000605	0.000381	0.000045	0.001213	0.000091	0.000124	450	6.3559	34.608919	8.149894	1.013313	36.753654	0.0078	36.219	3.155	52.9225	26.951444	3.439414	0	0.0018
ERR3587116	0.088404	0.000037	0.000645	0.000725	0.000047	0.000776	0.000267	0.000368	5	6.3332	33.52041	26.605515	196.2029	0.803918	0.003	0.002	0.1575	1.1855	21.72899	1.444322	0.125361	0.0032
ERR3586797	0.078703	0.000021	0.000412	0.000446	0.000025	0.000353	0.000526	0.000294	115	31.5168	34.39568	15.321075	222.94125	0	0.017	0.047	0.1252	4.4468	25.4389	1.910665	0.158691	0.0099
ERR3587122	0.063368	0.000049	0.001962	0.000267	0.000059	0.003863	0.000059	0.000143	380	2.0649	34.791419	11.142362	2.264562	33.049074					26.595869	3.300821	0	
ERR3587164	0.060277	0.000097	0.001053	0.000078	0.000034	0.00032	0.0001	0.000164	40	14.2075	34.366025	20.58574	123.201	7.312792	0.3055	6.0475	0.884	4.661	24.14088	2.394612	0.366719	0.0228
ERR3586852	0.038747	0.000024	0.001211	0.000186	0.000042	0.000302	0.000055	0.00007	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3587177	0.03932	0.000011	0.000277	0.000106	0.000045	0.000496	0.000124	0.000108	60	6.3378	34.664045	17.291965	41.52515	25.65001	0.464	12.904	1.108	8.073	25.194555	2.388755	0.219944	0.0132
ERR3586915	0.038579	0.000279	0.002259	0.00071	0.00011	0.004868	0.048071	0.002026	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586857	0.037651	0.000015	0.001245	0.000204	0.00004	0.000315	0.000049	0.000074	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3586854	0.03724	0.000025	0.001242	0.00024	0.00005	0.000288	0.000057	0.000065	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3586911	0.036942	0.000244	0.002241	0.000822	0.000121	0.00476	0.048201	0.002021	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586917	0.036494	0.000254	0.002224	0.000668	0.000111	0.004889	0.047994	0.002249	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586856	0.036232	0.000022	0.001142	0.000201	0.00002	0.000251	0.000055	0.000041	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3587020	0.035781	0.000016	0.001223	0.000142	0.000024	0.000304	0.000064	0.000069	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3586914	0.035818	0.000309	0.002424	0.000773	0.000129	0.004736	0.048057	0.002041	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586918	0.035189	0.000225	0.002265	0.000736	0.000112	0.004739	0.047778	0.002088	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586853	0.034689	0.000024	0.001237	0.000203	0.00002	0.000264	0.000071	0.000072	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3586912	0.034915	0.000276	0.002302	0.000702	0.000101	0.004798	0.048454	0.002141	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586916	0.034892	0.000169	0.002208	0.000712	0.000118	0.004743	0.047413	0.002035	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586913	0.034163	0.000236	0.002411	0.000712	0.000092	0.00463	0.048229	0.001939	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3586855	0.032811	0.000015	0.001236	0.000201	0.000039	0.000329	0.000063	0.000043	550	31.528	33.991383	6.634392	131.979417	28.302949					26.6805	3.06763	0	0
ERR3587166	0.029643	0.000024	0.000591	0.00037	0.000054	0.001161	0.000095	0.000122	450	6.3559	34.608919	8.149894	1.013313	36.753654	0.0078	36.219	3.155	52.9225	26.951444	3.439414	0	0.0018
ERR3587175	0.025421	0.000005	0.000138	0.000339	0.000047	0.00031	0.000083	0.000462	5	14.2035	33.84798	26.478605	195.77195	3.740793	0.067	2.444	0.456	2.538	22.01524	1.755806	0.251665	0.0081
ERR3586851	0.018931	0.000033	0.000336	0.000448	0.000029	0.000565	0.000159	0.000139	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3586848	0.018709	0.000033	0.000304	0.000444	0.000011	0.000484	0.000118	0.000111	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3586846	0.018639	0.00003	0.00024	0.000492	0.00003	0.000537	0.000121	0.000104	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3586850	0.018418	0.00003	0.000307	0.000519	0.000022	0.000519	0.000087	0.000136	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3586847	0.018537	0.000043	0.000275	0.000456	0.000023	0.000488	0.000113	0.000138	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3586849	0.018189	0.000035	0.000302	0.0004	0.000015	0.000495	0.000126	0.000126	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3587021	0.021801	0.000263	0.002405	0.000778	0.000097	0.004793	0.04744	0.001915	45	35.4002	33.208145	13.874505	236.1591	1.185394	0.06	0.92875	0.43225	2.65725	24.82737	2.683702	0.389715	0.03465
ERR3587017	0.015972	0.00005	0.000272	0.000424	0.000012	0.000513	0.000106	0.000106	746	22.7546	34.254006	4.663706	22.28975	37.060557					27.129662	3.570392	0	0
ERR3586798	0.0198	0.000023	0.000346	0.000482	0.000007	0.000335	0.000512	0.000305	115	31.5168	34.39568	15.321075	222.94125	0	0.017	0.047	0.1252	4.4468	25.4389	1.910665	0.158691	0.0099
ERR3586800	0.019795	0.000028	0.000452	0.000457	0.000014	0.00035	0.00049	0.000315	115	31.5168	34.39568	15.321075	222.94125	0	0.017	0.047	0.1252	4.4468	25.4389	1.910665	0.158691	0.0099
ERR3586836	0.019373	0.000047	0.000187	0.009824	0.000007	0.000398	0.006055	0.000494	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3586838	0.019285	0.000048	0.000171	0.009831	0.000005	0.000447	0.006092	0.000466	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3586799	0.019397	0.000012	0.000385	0.000481	0.000023	0.000323	0.000601	0.000357	115	31.5168	34.39568	15.321075	222.94125	0	0.017	0.047	0.1252	4.4468	25.4389	1.910665	0.158691	0.0099
ERR3586839	0.019319	0.000019	0.000193	0.00989	0.000015	0.000405	0.006205	0.000453	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3586834	0.018932	0.000021	0.000212	0.009451	0.000035	0.000301	0.006111	0.000452	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3587019	0.018804	0.000032	0.00034	0.00044	0.000024	0.000263	0.00045	0.000258	115	31.5168	34.39568	15.321075	222.94125	0	0.017	0.047	0.1252	4.4468	25.4389	1.910665	0.158691	0.0099
ERR3586835	0.018572	0.000028	0.000229	0.00956	0.000005	0.000411	0.005992	0.000496	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3587120	0.018442	0.000018	0.000508	0.001428	0.000046	0.000766	0.00018	0.001533	30	2.0299	34.475915	26.019185	199.8303	4.369042	0.111	4.638	0.50475	3.225	22.63355	2.048813	0.329704	0.013
ERR3587112	0.018084	0.000006	0.000134	0.000325	0.000046	0.00026	0.000089	0.000496	5	14.2035	33.84798	26.478605	195.77195	3.740793	0.067	2.444	0.456	2.538	22.01524	1.755806	0.251665	0.0081
ERR3587015	0.014723	0.000028	0.000174	0.007744	0.000024	0.000379	0.005574	0.000455	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3587189	0.010078	0.000084	0.002175	0.000253	0.000072	0.003718	0.000048	0.000163	380	2.0649	34.791419	11.142362	2.264562	33.049074					26.595869	3.300821	0	
ERR3587188	0.011431	0.000011	0.000487	0.001443	0.000034	0.00082	0.000152	0.00143	30	2.0299	34.475915	26.019185	199.8303	4.369042	0.111	4.638	0.50475	3.225	22.63355	2.048813	0.329704	0.013
ERR3587178	0.00961	0.000019	0.000664	0.000747	0.000017	0.000739	0.000278	0.000405	5	6.3332	33.52041	26.605515	196.2029	0.803918	0.003	0.002	0.1575	1.1855	21.72899	1.444322	0.125361	0.0032
ERR3586807	0.002557	0.000164	0.001258	0.00036	0.000093	0.006093	0.087555	0.000936	5	32.7526	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3587073	0.002495	0.000183	0.001282	0.000419	0.000079	0.006188	0.090554	0.000996	5	32.7526	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586806	0.002377	0.00019	0.001127	0.000431	0.000065	0.005909	0.087268	0.000911	5	32.7526	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586808	0.002425	0.000147	0.001183	0.000382	0.000064	0.006182	0.08774	0.000937	5	32.7526	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586840	0.00144	0.000025	0.000183	0.00022	0.000021	0.000176	0.000157	0.00017	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586805	0.002297	0.000161	0.001175	0.000442	0.00007	0.005962	0.087696	0.000888	5	32.7526	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586767	0.002625	0.000002	0.0001	0.000992	0.000052	0.000409	0.00011	0.000748	5	6.671	34.74947	28.29544	185.28475	0	0.042	0.4145	0.225	1.3695	22.10997	1.600104	0.21374	0.0025
ERR3587013	0.002446	0.000005	0.000109	0.000999	0.000056	0.000384	0.000108	0.000734	5	6.671	34.74947	28.29544	185.28475	0	0.042	0.4145	0.225	1.3695	22.10997	1.600104	0.21374	0.0025
ERR3587077	0.0013	0.000012	0.000374	0.002469	0.000078	0.000472	0.000355	0.001238	5	7.4122	28.922675	26.555663	205.411	0	0.0043	0.00275	0.09345	0.63375	18.28625	1.782691	0.182274	0.04365
ERR3586844	0.001384	0.000038	0.000229	0.000176	0.000028	0.000159	0.000127	0.00019	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586843	0.001467	0.000041	0.000169	0.000156	0.000056	0.000255	0.000122	0.000169	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586765	0.002478	0.000011	0.000103	0.000964	0.00003	0.000418	0.000106	0.000745	5	6.671	34.74947	28.29544	185.28475	0	0.042	0.4145	0.225	1.3695	22.10997	1.600104	0.21374	0.0025
ERR3586766	0.002604	0.000006	0.000111	0.001007	0.00004	0.000392	0.0001	0.000793	5	6.671	34.74947	28.29544	185.28475	0	0.042	0.4145	0.225	1.3695	22.10997	1.600104	0.21374	0.0025
ERR3586845	0.001358	0.00003	0.000174	0.0002	0.000032	0.000222	0.000146	0.000202	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586827	0.00129	0.000012	0.000322	0.002249	0.000096	0.00048	0.000282	0.001208	5	7.4122	28.922675	26.555663	205.411	0	0.0043	0.00275	0.09345	0.63375	18.28625	1.782691	0.182274	0.04365
ERR3587016	0.001462	0.00002	0.000187	0.000165	0.000025	0.000254	0.000112	0.000188	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586764	0.002444	0.000003	0.000089	0.000998	0.000056	0.000412	0.000132	0.000784	5	6.671	34.74947	28.29544	185.28475	0	0.042	0.4145	0.225	1.3695	22.10997	1.600104	0.21374	0.0025
ERR3586842	0.001353	0.000054	0.000182	0.000188	0.000035	0.000156	0.000145	0.00019	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586826	0.001304	0.000012	0.000306	0.00234	0.000101	0.00044	0.00026	0.001127	5	7.4122	28.922675	26.555663	205.411	0	0.0043	0.00275	0.09345	0.63375	18.28625	1.782691	0.182274	0.04365
ERR3586841	0.001233	0.000031	0.00019	0.000188	0.000052	0.000207	0.000178	0.000223	110	22.7901	35.305705	22.3077	204.16885	0	0.01	0.006	0.0172	1.6413	24.36847	1.672468	0.11445	0.00525
ERR3586828	0.001196	0.000012	0.000308	0.002143	0.0001	0.00044	0.000273	0.001144	5	7.4122	28.922675	26.555663	205.411	0	0.0043	0.00275	0.09345	0.63375	18.28625	1.782691	0.182274	0.04365
ERR3586825	0.001267	0.000014	0.000313	0.002278	0.000096	0.000492	0.000268	0.001159	5	7.4122	28.922675	26.555663	205.411	0	0.0043	0.00275	0.09345	0.63375	18.28625	1.782691	0.182274	0.04365
ERR3586814	0.001774	0.002121	0.014129	0.001109	0.000129	0.134688	0.156881	0.001454	30	32.931	33.417845	16.2703	226.2744	0.065956	0.128209	1.011	0.370333	1.615166	24.46531	2.413609	0.267761	0.09525
ERR3587002	0.00176	0.002132	0.014707	0.001072	0.000129	0.136568	0.164252	0.00147	30	32.931	33.417845	16.2703	226.2744	0.065956	0.128209	1.011	0.370333	1.615166	24.46531	2.413609	0.267761	0.09525
ERR3586815	0.001829	0.00225	0.014295	0.001106	0.000098	0.13428	0.158081	0.001502	30	32.931	33.417845	16.2703	226.2744	0.065956	0.128209	1.011	0.370333	1.615166	24.46531	2.413609	0.267761	0.09525
ERR3586816	0.001797	0.002027	0.014271	0.001021	0.000148	0.134511	0.156544	0.0015	30	32.931	33.417845	16.2703	226.2744	0.065956	0.128209	1.011	0.370333	1.615166	24.46531	2.413609	0.267761	0.09525
ERR3587075	0.001658	0.00226	0.0155	0.001112	0.000138	0.133943	0.16858	0.001702	30	32.931	33.417845	16.2703	226.2744	0.065956	0.128209	1.011	0.370333	1.615166	24.46531	2.413609	0.267761	0.09525
ERR3586813	0.001747	0.002065	0.014221	0.001089	0.000137	0.134803	0.157302	0.001494	30	32.931	33.417845	16.2703	226.2744	0.065956	0.128209	1.011	0.370333	1.615166	24.46531	2.413609	0.267761	0.09525
ERR3586810	0.001259	0.00019	0.001392	0.001205	0.000087	0.003406	0.082788	0.001272	5	32.9986	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586812	0.001269	0.000221	0.001293	0.001228	0.000096	0.003453	0.084002	0.0012	5	32.9986	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586809	0.001226	0.000239	0.001275	0.0011	0.000086	0.003387	0.083986	0.001209	5	32.9986	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3587074	0.001184	0.000196	0.001426	0.00122	0.000101	0.003323	0.086912	0.00131	5	32.9986	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3586811	0.001257	0.000212	0.001289	0.001173	0.000104	0.00352	0.084106	0.001352	5	32.9986	33.468295	17.46236	226.8945	0	0.015167	0.029292	0.288583	1.223291	24.22939	2.173314	0.253087	0.0308
ERR3587014	0.001512	0.000008	0.000368	0.000262	0.00002	0.000184	0.000048	0.000156	85	6.6112	34.798985	28.308435	183.1609	0	0.6895	1.1285	0.332	1.448	22.14902	1.683812	0.214085	0.004
ERR3586795	0.001449	0.00001	0.000339	0.000256	0.000017	0.000214	0.000088	0.000196	85	6.6112	34.798985	28.308435	183.1609	0	0.6895	1.1285	0.332	1.448	22.14902	1.683812	0.214085	0.004
ERR3586837	0.001165	0.000061	0.000216	0.009973	0.000019	0.000361	0.005801	0.000453	5	22.7598	35.27298	26.275305	194.93045	0	0.0015	0.018	0.0457	1.0473	23.153445	1.322836	0.097229	0.0026
ERR3586794	0.001499	0.000007	0.000329	0.000221	0.000009	0.000264	0.000153	0.000165	85	6.6112	34.798985	28.308435	183.1609	0	0.6895	1.1285	0.332	1.448	22.14902	1.683812	0.214085	0.004
ERR3586793	0.001536	0.000013	0.000346	0.000238	0.000021	0.000276	0.000098	0.000208	85	6.6112	34.798985	28.308435	183.1609	0	0.6895	1.1285	0.332	1.448	22.14902	1.683812	0.214085	0.004
ERR3586796	0.001456	0.000012	0.00037	0.000243	0.000021	0.000293	0.00014	0.000215	85	6.6112	34.798985	28.308435	183.1609	0	0.6895	1.1285	0.332	1.448	22.14902	1.683812	0.214085	0.004
ERR3587114	0.000986	0.00001	0.000249	0.000116	0.000047	0.000419	0.000091	0.000104	60	6.3378	34.664045	17.291965	41.52515	25.65001	0.464	12.904	1.108	8.073	25.194555	2.388755	0.219944	0.0132
ERR3586909	0.001176	0.00006	0.000056	0.00237	0.000007	0.000346	0.002374	0.000275	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586908	0.001033	0.000011	0.000079	0.002264	0.000011	0.000355	0.002372	0.000236	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586903	0.001115	0.000039	0.000039	0.002234	0.000021	0.000335	0.002455	0.000203	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586906	0.001005	0.000041	0.000079	0.002453	0.000019	0.000316	0.002716	0.000229	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586905	0.00103	0.000048	0.000059	0.002382	0.000018	0.000352	0.002455	0.000227	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586910	0.001141	0.000042	0.000093	0.002251	0.000004	0.000289	0.002336	0.000224	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3587018	0.001158	0.000035	0.000052	0.002032	0.000012	0.00035	0.002061	0.000284	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586907	0.000991	0.000045	0.000067	0.002369	0.000019	0.000373	0.0025	0.000291	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3586904	0.001088	0.000039	0.000075	0.00237	0.000011	0.000315	0.002477	0.000265	5	31.5213	35.19025	25.164595	197.7245	0	0.002	0.01	0.0062	2.4278	23.434915	1.397096	0.101563	0.0024
ERR3587076	0.000747	0.000014	0.000406	0.002159	0.000092	0.000804	0.000446	0.002554	5	6.4998	33.205433	26.396617	183.942	2.969288	0.0995	4.49825	0.55525	3.454	21.557358	1.908432	0.348423	0.06825
ERR3586822	0.000757	0.000029	0.000345	0.001965	0.000097	0.000733	0.000332	0.002246	5	6.4998	33.205433	26.396617	183.942	2.969288	0.0995	4.49825	0.55525	3.454	21.557358	1.908432	0.348423	0.06825
ERR3586824	0.000727	0.000024	0.000407	0.001748	0.0001	0.000723	0.000324	0.002209	5	6.4998	33.205433	26.396617	183.942	2.969288	0.0995	4.49825	0.55525	3.454	21.557358	1.908432	0.348423	0.06825
ERR3586821	0.000744	0.000019	0.00036	0.001963	0.00009	0.000667	0.000304	0.002199	5	6.4998	33.205433	26.396617	183.942	2.969288	0.0995	4.49825	0.55525	3.454	21.557358	1.908432	0.348423	0.06825
ERR3587003	0.000731	0.000033	0.000411	0.001867	0.00008	0.000709	0.000419	0.002321	5	6.4998	33.205433	26.396617	183.942	2.969288	0.0995	4.49825	0.55525	3.454	21.557358	1.908432	0.348423	0.06825
ERR3586823	0.000626	0.000022	0.000391	0.00202	0.000084	0.000688	0.000329	0.002238	5	6.4998	33.205433	26.396617	183.942	2.969288	0.0995	4.49825	0.55525	3.454	21.557358	1.908432	0.348423	0.06825
ERR3587072	0.00054	0.000598	0.000471	0.000455	0.000091	0.000727	0.268103	0.001281	5	35.3671	33.07013	19.24802	223.159	0	0.002	0.011	0.2925	1.95475	23.48431	1.791365	0.140785	0.00805
ERR3586802	0.000539	0.000478	0.000421	0.000463	0.000061	0.00053	0.235346	0.001139	5	35.3671	33.07013	19.24802	223.159	0	0.002	0.011	0.2925	1.95475	23.48431	1.791365	0.140785	0.00805
ERR3587001	0.000539	0.000566	0.00044	0.000405	0.000086	0.0007	0.256689	0.00129	5	35.3671	33.07013	19.24802	223.159	0	0.002	0.011	0.2925	1.95475	23.48431	1.791365	0.140785	0.00805
ERR3586801	0.000513	0.000551	0.000424	0.000417	0.000098	0.000609	0.243975	0.001256	5	35.3671	33.07013	19.24802	223.159	0	0.002	0.011	0.2925	1.95475	23.48431	1.791365	0.140785	0.00805
ERR3586803	0.000439	0.000502	0.000363	0.000372	0.000109	0.000544	0.237353	0.001083	5	35.3671	33.07013	19.24802	223.159	0	0.002	0.011	0.2925	1.95475	23.48431	1.791365	0.140785	0.00805
ERR3586804	0.000465	0.00048	0.000422	0.000422	0.000089	0.000577	0.236633	0.001184	5	35.3671	33.07013	19.24802	223.159	0	0.002	0.011	0.2925	1.95475	23.48431	1.791365	0.140785	0.00805
ERR3586819	0.000482	0.000005	0.000142	0.000578	0.000051	0.000311	0.000173	0.000518	5	17.0854	34.524725	24.612275	201.518375	0	0.0145	0.242	0.3115	1.7995	23.0995	1.639171	0.184438	0.0051
ERR3586818	0.000399	0.000007	0.000112	0.000653	0.000061	0.000318	0.000138	0.000545	5	17.0854	34.524725	24.612275	201.518375	0	0.0145	0.242	0.3115	1.7995	23.0995	1.639171	0.184438	0.0051
ERR3586820	0.000464	0.000009	0.000109	0.000602	0.000043	0.000272	0.000141	0.000512	5	17.0854	34.524725	24.612275	201.518375	0	0.0145	0.242	0.3115	1.7995	23.0995	1.639171	0.184438	0.0051
ERR3586991	0.000403	0.000006	0.000093	0.000702	0.000035	0.000316	0.000136	0.000669	5	17.0854	34.524725	24.612275	201.518375	0	0.0145	0.242	0.3115	1.7995	23.0995	1.639171	0.184438	0.0051
ERR3586982	0.000327	0.000006	0.000118	0.000755	0.000045	0.000316	0.000158	0.000541	5	17.0854	34.524725	24.612275	201.518375	0	0.0145	0.242	0.3115	1.7995	23.0995	1.639171	0.184438	0.0051
ERR3586817	0.000395	0.000007	0.000192	0.000642	0.000036	0.000291	0.000132	0.000548	5	17.0854	34.524725	24.612275	201.518375	0	0.0145	0.242	0.3115	1.7995	23.0995	1.639171	0.184438	0.0051
ERR3587127	0.084929	0.000033	0.000276	0.000077	0.000017	0.000829	0.000036	0.000203	150	-8.9109	35.877315	21.97372	158.18405	5.004597	1.46875	5.44175	0.6607	1.18375	24.895825	1.955839	0	0.000925
ERR3587124	0.083897	0.000007	0.000169	0.001263	0.000032	0.000281	0.000355	0.001236	5	-16.9601	35.98269	22.78183	209.1003	3.149999	0.0415	2.676	0.5	1.0325	24.742485	1.775215	0.154999	0.0027
ERR3587171	0.078199	0.000008	0.000192	0.001094	0.00003	0.000436	0.000436	0.00118	5	-16.9601	35.98269	22.78183	209.1003	3.149999	0.0415	2.676	0.5	1.0325	24.742485	1.775215	0.154999	0.0027
ERR3587185	0.075073	0.000006	0.000225	0.00044	0.000029	0.000181	0.000112	0.000401	5	-13.0023	35.82876	25.349495	201.0109	5.005302	0.137	6.1625	0.67725	1.15025	23.86109	1.77889	0.227673	0.0066
ERR3587126	0.067798	0.00011	0.001296	0.000153	0.000118	0.001578	0.000077	0.000217	600	-8.9729	34.5789	7.133995	40.6107	41.697487					27.07634	3.112808	0	
ERR3587172	0.059572	0.000015	0.000803	0.000055	0.000131	0.003827	0.000029	0.000075	115	-9.0063	36.101175	24.661385	178.3692	3.213808	0.092792	2.67775	0.582933	1.907042	24.2843	1.880646	0.199886	0.0028
