sample	CHUG	LE17	RCA23	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	depth	latitude	salinity	temperature	oxygen	nitrate	nitrite	nitrate/nitrite	phosphate	silicate	Density	fCDOM	Chlorophyll a	TC
ERR599166	0.003784943	4.22E-05	1.27E-03	0.000383473	0.000160248	0.000526245	1.40E-04	5.47E-05	590	39.2392	34.963392	5.004169	232.660562	19.964889					27.649883	2.860482	0	
ERR599167	0.000416875	3.89E-05	1.43E-03	0.00023345	0.000143822	0.000407148	7.78E-05	1.63E-04	340	19.0351	36.014205	14.901445	2.9502	22.18992	0.691	23.43	2.639	38.94	26.787485	2.791	0.002565	0
ERR599168	0.000406433	0.000186187	0.001759697	0.000697067	0.000221381	0.000817408	1.95E-03	9.99E-04	40	5.2669	34.884385	19.781235	104.9968	18.72477	1.202	24.3645	1.8615	10.5045	24.729155	2.896974	0.365239	0.018
ERR599169	0.000613304	9.41E-05	2.49E-03	0.0003262	0.000386064	0.000924843	1.82E-03	1.57E-03	5	13.0023	35.82876	25.349495	201.0109	5.005302	0.137	6.1625	0.67725	1.15025	23.86109	1.77889	0.227673	0.0066
ERR599170	0.000383011	8.26E-05	1.95E-03	0.000332733	0.000392939	0.000856011	5.08E-04	5.59E-04	5	35.9346	36.285292	17.627142	229.368083	0.120853	0.0355	0.1695	0.0055	0.8358	26.349408	1.79022	0.191003	
ERR599171	0.000375758	0.000125253	0.001649456	0.000571576	0.000317542	0.001499505	1.19E-03	3.25E-04	5	31.0266	35.686585	16.8632	234.4763	1.103865	0.201	0.939	0.1455	1.9865	26.07437	1.951133	0.309005	0.01515
ERR599172	0.000658896	3.84E-05	1.27E-03	0.000244774	0.000133772	0.000441162	1.10E-04	1.74E-04	270	18.7341	35.907681	15.553795	3.12405	18.560166	2.074	21.22	2.64	38.62	26.565675	2.75675	0.007712	0
ERR599173	0.000354319	0.000109077	0.001961198	0.00036896	0.000304538	0.002054902	3.02E-03	7.94E-04	5	34.9449	35.3233	15.013362	239.93725	2.426286	0.3025	3.34	0.343	2.7435	26.2141	1.258125	0.221666	0.0302
ERR599174	0.000408811	9.96E-05	1.76E-03	0.00061178	0.000341793	0.00137483	1.31E-03	3.41E-04	5	31.0266	35.686585	16.8632	234.4763	1.103865	0.201	0.939	0.1455	1.9865	26.07437	1.951133	0.309005	0.01515
ERR599175	0.000482135	4.67E-05	9.25E-04	0.000237179	0.000176264	0.000452325	5.96E-05	1.49E-04	450	6.3559	34.608919	8.149894	1.013313	36.753654	0.0078	36.219	3.155	52.9225	26.951444	3.439414	0	0.0018
ERR599176	0.000397205	0.000556379	0.009775331	0.000882029	0.000759362	0.002656308	6.54E-04	1.72E-04	5	62.0385	34.327465	0.73159	344.81235	29.73383	0.1055	28.64	2.1055	80.55	27.52175	2.220386	0.276495	0.02675
ERR3589553	0.000405251	0.003091708	0.034631765	0.003456223	0.002826925	0.005845941	1.02E-03	1.40E-04	35	78.9354	34.4561	-1.29785	348.000625	4.427788	0.026	1.709	0.209065	0.231772	27.72345	3.166069	2.003142	1.3839
ERR3589554	0.000327223	0.003216852	0.037041445	0.002655737	0.00225233	0.009033217	7.73E-04	1.14E-04	5	78.2518	32.950844	-1.649738	388.303875		0.074	0.513	0.216027	0.465648	26.511331	2.853854	1.417326	1.68195
ERR3589555	0.00034035	0.003142754	0.031768907	0.002201986	0.002205022	0.021882908	7.28E-04	8.43E-05	5	77.9028	28.82053	0.10149	363.6485						23.11621	5.496034	0.815481	
ERR3589556	0.000581161	0.002905806	0.021626635	0.004358435	0.006445854	0.005619259	5.92E-04	1.25E-04	5	73.3833	27.442	-0.585333	368.662625	0	0.126	0.2285	0.361653	1.424261	22.016175	2.417638	0.404899	0.0658
ERR3589557	0.000469493	0.002901391	0.021444192	0.002432826	0.002448909	0.014574999	8.84E-04	1.30E-04	5	71.8895	28.60925	2.5694	336.04075	1.604622	0.0865	0.4235	0.430504	2.822912	22.8182	4.533623	0.485962	0.22775
ERR3589558	0.000561652	0.002040412	0.015143776	0.005355324	0.006533389	0.005044937	8.65E-04	0.00011267	5	74.2987	30.70185	-1.32986	368.52475	3.75923	0.0775	1.328	0.526245	2.062045	24.678167	3.00669	0.79676	0.3843
ERR3589559	0.000589098	0.003008329	0.020867483	0.006916516	0.008443923	0.062644056	6.88E-04	0.000145768	5	72.4693	31.99537	-0.479225	353.1935	3.880872	0.0895	0.411	0.560568	0.298067	25.7008	3.112706	1.1319	0.8194
ERR3589560	0.000508437	0.000861236	0.00856503	0.001025295	0.000782836	0.005669755	5.54E-04	1.13E-04	411	70.9433	34.50669	3.03554	230.0861	13.409788					27.488995	3.097493	0	
ERR3589561	0.000460063	0.001595388	0.013196347	0.001963943	0.001619054	0.027678219	6.85E-04	1.04E-04	5	70.9574	32.08329	1.445315	328.54665	3.615087	0.128	1.24175	0.220883	1.04231	25.673125	2.515363	0.771475	0.1842
ERR3589562	0.000476706	0.001372378	0.011649573	0.00113454	0.000982627	0.028580034	9.39E-04	1.58E-04	351	64.7	34.59923	4.20173	273.02835	10.622333					27.448865	2.548801	0	0.0102
ERR3589563	0.000541621	0.000519082	0.005269703	0.000446	0.000406045	0.014738844	4.82E-04	1.19E-04	391	61.5754	34.939595	4.791395	271.8744	16.017641	0.134	9.908	0.851461	4.07817	27.65512	2.284852	0	0.0023
ERR3589564	0.000132698	0.000438855	0.003457395	0.000451083	0.000312497	0.043039904	3.51E-04	3.49E-05	25	67.161	35.15072	6.73489	304.0473	8.063879	0.309	11.784	0.709183	4.95809	27.572895	1.946281	0.764172	0.0482
ERR3589565	0.000428979	0.003377653	0.025663305	0.002719611	0.001846222	0.19192202	3.06E-03	2.62E-04	40	72.5432	34.975345	3.824545	326.3609	0	0.063	0.821	0.098435	1.135333	27.784685	2.454789	1.1063	0.1971
ERR3589566	0.000565905	0.005213859	0.05353118	0.00612591	0.005899815	0.01203206	1.39E-03	1.98E-04	5	78.9564	33.613775	-0.160312	385.28075	2.099614	0.0015	0.441	0.056871	0.273079	26.994413	2.28495	0.417069	0.43265
ERR3589567	0.000668799	0.000501338	0.007408425	0.000791604	0.000683103	0.001837192	3.48E-04	9.91E-05	199	79.2026	34.8814	1.47689	296.228	11.691602	0.019	11.508	0.730535	4.994604	27.91825	2.51048	0.008083	
ERR3589568	0.000947946	0.004388942	0.027139274	0.003671386	0.002457376	0.001830491	6.54E-04	8.47E-05	5	74.8023	22.980169	2.507887	357.164917		0.014667	0.247333	0.238302	11.775524	18.339325	19.191431	0.547446	0.085767
ERR3589569	0.0002684	0.001459077	0.018462258	0.001435582	0.001562216	0.010745957	5.10E-04	6.97E-05	20	77.9668	32.726735	-0.607125	371.05845						26.29815	4.162668	0.892787	
ERR3589570	0.000468734	0.000168885	0.003665822	0.000326042	0.000268965	0.000871791	2.03E-04	6.37E-05	299	78.0391	34.92558	1.59404	293.889						27.94409	2.592579	0	
ERR3589571	0.000453354	0.002513836	0.020068402	0.003487596	0.004463169	0.003161399	4.94E-04	8.97E-05	35	73.3275	31.56495	-0.987833	396.848083	0	0.441	1.9045	0.866194	5.566842	25.370225	3.843304	0.544297	0.2799
ERR3589572	0.001071616	0.003442415	0.024910534	0.011186805	0.009856903	0.068132496	8.16E-04	0.000221601	36	74.3386	31.947283	-0.409335	343.877833	5.355932	0.025	2.133	0.6443	4.087196	25.654808	3.403455	0.879487	0.5729
ERR3589573	0.000480874	0.000657428	0.006811561	0.001075473	0.001149183	0.002795738	2.14E-04	7.79E-05	441	74.305	34.342505	0.994025	233.314	10.238791					27.51832		0	0.0118
ERR3589574	0.000997215	0.000916191	0.007389888	0.001964579	0.002238157	0.009491584	2.76E-04	8.82E-05	491	72.4456	34.378169	1.230869	227.316	22.810319					27.531506	3.58539	0	
ERR3589575	0.000148246	0.000525659	0.005265877	0.000673573	0.000610229	0.016804175	3.79E-04	4.44E-05	5	69.1136	32.99175	3.1965	303.326	1.791002	0.1665	1.916	0.312072	0.819597	26.265	2.6962	0.39292	0.08585
ERR3589576	0.000413668	0.002476466	0.018386621	0.002096068	0.001540444	0.052649757	7.06E-04	1.08E-04	5	64.7127	32.603119	2.496125	323.901563	6.131005					26.011175	2.723684	0.825917	
ERR3589577	0.000374579	0.003612875	0.037774354	0.004734653	0.004360401	0.005100741	9.34E-04	1.33E-04	5	79.2233	34.264755	1.365705	369.289812	2.150477	0.001	0.3685	0.063634	0.523062	27.429195	2.134432	1.019477	0.21605
ERR3589578	0.000887861	0.006747527	0.059269846	0.006179675	0.005609272	0.01844244	1.69E-03	0.000184424	30	74.8283	33.646092	-1.533492	356.223917		0.075667	2.080833	0.482771	8.877352	27.072625	6.974842	0.509085	0.6226
ERR3589579	0.000338389	0.002342376	0.028181729	0.001992012	0.001659782	0.005771085	7.70E-04	1.33E-04	17	78.3555	33.436706	-1.647244	373.061		0.124	1.227	0.307592	0.851791	26.906337	2.982844	1.375654	1.7308
ERR3589580	0.002113793	0.002365539	0.013487738	0.002383353	0.003046497	0.001155544	1.42E-03	8.91E-05	5	71.5955	28.41685	1.48885	340.44375		0.07525	1.06325	1.195806	19.646147	22.7306	6.44771	0.431723	0.05735
ERR3589581	0.00086104	0.00401512	0.026715581	0.006710026	0.005694041	0.10578974	1.13E-03	0.000204824	5	71.0704	29.0291	2.4534	339.4475	0	0.125	6.2695	1.614977	30.149509	23.1614	2.524221	0.58652	0.1744
ERR3589582	0.000347181	0.001882198	0.012080321	0.000852787	0.000732898	0.036958161	1.20E-03	1.94E-04	5	61.5427	34.212769	5.295265	293.84675	8.286479	0.31575	5.8035	0.511975	2.252584	27.017281	2.274721	0.613636	0.1275
ERR3589583	0.000805675	0.00157467	0.005364785	0.001065302	0.000674904	0.180535856	4.52E-02	1.26E-03	40	54.5451	35.335155	10.79018	266.473125	7.129639	0.071	10.158	0.566253	3.554362	27.07531	1.814179	0.789471	0.0298
ERR3589584	0.000870034	8.68E-05	1.29E-03	0.00026742	0.000219885	0.001985407	6.11E-04	5.61E-05	751	54.5742	35.40565	8.923581	208.76175	13.716288					27.460706	1.960961	0	
ERR3589585	0.000896238	0.000455967	0.004294362	0.000341497	0.00023698	0.046674051	5.21E-04	4.59E-05	651	67.1675	34.90349	0.22498	295.31095	14.950381					28.01768		0	
ERR3589586	0.000708461	0.002684929	0.021965378	0.006502019	0.007390346	0.007450875	7.50E-04	1.57E-04	5	76.1825	34.888656	1.899612	363.000813	4.980653	0.101	2.7725	0.290483	4.18531	27.890469	2.258868	2.780097	
ERR3589587	0.000359394	0.004081253	0.028764376	0.002187498	0.001542145	0.264225962	1.70E-03	1.53E-04		72.5199	34.978285	3.1072	303.31905	0	0	0.821	0.098435	1.459545	27.85433	2.699	0.321278	0.11945
ERR3589588	0.000266747	0.00238533	0.014162246	0.00150618	0.00115629	0.187065364	1.24E-03	1.09E-04	5	72.5128	34.92331	7.48766	299.0073	0	0	0.0595	0	1.725127	27.289205	2.102862	0.825342	0.217
ERR3589589	0.000485247	0.003188826	0.03236779	0.004263886	0.003965712	0.004086207	9.17E-04	1.44E-04		79.3349	34.691775	1.025705	314.71675		0.0475	2.5925	0.35669	1.74362	27.839725	2.380822	0.514823	0.0912
ERR3589590	0.000720418	0.005652332	0.045217996	0.012113892	0.013492098	0.012227887	1.15E-03	2.47E-04	5	77.1604	34.142392	1.325833	348.196667		0.008333	0.278	0.047034	0.244154	27.333308	2.15788	0.119264	0.023975
ERR3589591	0.00108576	0.001319212	0.004890575	0.000781281	0.000509696	0.08863378	4.24E-02	9.90E-04	5	54.5305	35.32522	11.09547	271.064125	4.467439	0.237125	8.035625	0.401861	0.967928	27.01156	1.773811	0.772148	0.1019
ERR3589592	0.000283812	0.00348533	0.018946401	0.000964106	0.001015735	0.773300869	3.41E-03	1.34E-04	5	67.141	35.145165	8.47447	311.7827	5.218798	0.13475	5.1155	0.356899	4.012069	27.314165	1.888199	1.174328	0.1674
ERR3589593	0.000622581	0.000213066	0.004078267	0.00051511	0.000374674	0.002486304	2.90E-04	7.67E-05	499	76.1246	34.94578	0.099535	315.37205	13.010683					28.05824	2.250862	0	
